order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
7752,2723,21,Chandigarh,Morning,Weekday,Desserts,Snacks,Mid-range,738,No,74,5,3,No,Happy,Medium,Family,Yes
7753,4244,34,Bangalore,Evening,Weekday,Biryani,Dinner,Premium,687,No,53,9,2,No,Happy,Medium,Alone,No
7754,4722,31,Hyderabad,Afternoon,Weekday,Desserts,Breakfast,Mid-range,627,No,67,11,2,No,Happy,High,Family,No
7755,3343,25,Pune,Afternoon,Weekend,Fast Food,Lunch,Premium,999,No,52,12,3,No,Happy,High,Partner,No
7756,1218,19,Chandigarh,Night,Weekend,Biryani,Snacks,Budget,434,Yes,37,7,5,Yes,Celebrating,Low,Alone,No
7757,3670,23,Delhi,Evening,Weekday,South Indian,Lunch,Premium,839,Yes,89,13,3,No,Lazy,High,Family,No
7758,2177,43,Chandigarh,Morning,Weekend,Chinese,Dinner,Budget,490,No,20,7,4,No,Happy,Medium,Alone,No
7759,3225,23,Mumbai,Night,Weekend,Biryani,Dinner,Mid-range,770,Yes,56,12,2,No,Stressed,High,Friends,No
7760,3490,40,Bangalore,Afternoon,Weekday,South Indian,Breakfast,Mid-range,702,No,26,11,3,No,Stressed,Low,Friends,No
7761,2416,19,Bangalore,Evening,Weekend,Biryani,Snacks,Budget,776,Yes,35,1,5,Yes,Celebrating,High,Alone,No
7762,3797,18,Bangalore,Evening,Weekday,Chinese,Lunch,Budget,205,Yes,20,11,4,Yes,Happy,Low,Partner,No
7763,4640,19,Bangalore,Afternoon,Weekend,Desserts,Lunch,Budget,100,No,24,1,5,No,Lazy,Low,Friends,No
7764,2479,44,Bangalore,Morning,Weekend,North Indian,Dinner,Mid-range,441,Yes,23,10,4,No,Lazy,Medium,Friends,No
7765,2409,34,Bangalore,Afternoon,Weekday,Chinese,Dinner,Budget,534,No,24,1,5,Yes,Happy,Medium,Alone,No
7766,2215,21,Pune,Morning,Weekday,Desserts,Dinner,Budget,157,Yes,20,3,5,Yes,Happy,Medium,Partner,No
7767,3577,34,Delhi,Afternoon,Weekday,Fast Food,Lunch,Premium,617,No,99,12,1,No,Lazy,Medium,Friends,Yes
7768,3630,22,Bangalore,Night,Weekday,Fast Food,Breakfast,Mid-range,626,Yes,47,10,4,Yes,Happy,Medium,Partner,No
7769,1497,26,Delhi,Evening,Weekend,Biryani,Lunch,Budget,508,Yes,30,7,5,Yes,Celebrating,High,Partner,No
7770,4419,26,Hyderabad,Night,Weekend,South Indian,Lunch,Mid-range,717,Yes,60,8,3,No,Lazy,Low,Family,No
7771,1653,40,Bangalore,Evening,Weekday,South Indian,Snacks,Mid-range,259,No,73,5,2,Yes,Lazy,Low,Friends,No
7772,1738,43,Chandigarh,Evening,Weekend,Desserts,Snacks,Premium,846,Yes,60,12,3,No,Stressed,Medium,Friends,No
7773,4301,33,Bangalore,Afternoon,Weekday,Desserts,Breakfast,Budget,396,No,40,7,3,No,Lazy,Medium,Family,Yes
7774,3090,19,Mumbai,Afternoon,Weekday,Chinese,Snacks,Mid-range,100,No,35,4,3,Yes,Happy,Medium,Friends,No
7775,2046,23,Pune,Evening,Weekday,Desserts,Breakfast,Budget,100,No,37,11,2,No,Lazy,Low,Family,No
7776,1151,35,Chandigarh,Night,Weekday,Chinese,Breakfast,Mid-range,386,No,48,9,2,No,Stressed,High,Alone,No
7777,3702,33,Chandigarh,Morning,Weekend,South Indian,Lunch,Budget,332,Yes,61,2,5,Yes,Happy,Medium,Partner,No
7778,2263,26,Mumbai,Evening,Weekend,Desserts,Dinner,Budget,417,No,22,10,3,No,Stressed,Medium,Friends,No
7779,2922,41,Bangalore,Morning,Weekday,Fast Food,Lunch,Mid-range,308,No,49,8,3,Yes,Lazy,Low,Family,No
7780,4074,38,Pune,Evening,Weekday,South Indian,Dinner,Premium,999,No,88,6,1,No,Lazy,High,Friends,No
7781,3653,28,Chandigarh,Evening,Weekday,South Indian,Snacks,Mid-range,616,No,55,7,5,Yes,Celebrating,Low,Friends,No
7782,3016,26,Pune,Evening,Weekend,Biryani,Snacks,Budget,249,Yes,40,6,5,No,Happy,Low,Alone,Yes
7783,4731,43,Chandigarh,Morning,Weekend,North Indian,Dinner,Budget,100,No,56,9,2,Yes,Lazy,Medium,Alone,No
7784,4173,33,Bangalore,Afternoon,Weekday,Chinese,Breakfast,Mid-range,487,No,42,5,3,No,Happy,Medium,Alone,No
7785,4253,21,Hyderabad,Evening,Weekend,Desserts,Snacks,Budget,507,No,49,4,5,Yes,Celebrating,Medium,Alone,Yes
7786,4714,20,Chandigarh,Night,Weekday,Biryani,Snacks,Premium,571,No,59,14,1,No,Lazy,Medium,Family,No
7787,2602,38,Hyderabad,Afternoon,Weekday,Chinese,Dinner,Mid-range,253,No,82,7,4,No,Happy,Low,Alone,No
7788,3828,37,Chandigarh,Evening,Weekday,South Indian,Dinner,Premium,999,No,88,8,1,No,Stressed,Medium,Family,Yes
7789,1494,35,Delhi,Evening,Weekday,Chinese,Lunch,Budget,381,No,35,9,2,No,Lazy,High,Friends,Yes
7790,4047,20,Bangalore,Morning,Weekend,Fast Food,Dinner,Budget,702,No,47,4,4,Yes,Happy,Medium,Family,No
7791,2197,28,Mumbai,Night,Weekend,Biryani,Snacks,Mid-range,563,Yes,48,6,3,No,Happy,Medium,Family,No
7792,3614,33,Hyderabad,Afternoon,Weekday,Chinese,Dinner,Mid-range,223,Yes,26,6,5,No,Stressed,Medium,Alone,No
7793,4073,30,Mumbai,Evening,Weekend,Chinese,Snacks,Budget,512,No,20,9,4,No,Happy,Medium,Partner,No
7794,1376,20,Bangalore,Evening,Weekday,South Indian,Dinner,Mid-range,541,No,84,14,2,Yes,Happy,High,Alone,Yes
7795,3581,32,Mumbai,Evening,Weekend,Fast Food,Lunch,Mid-range,251,No,56,1,4,Yes,Happy,Low,Partner,No
7796,2291,22,Bangalore,Morning,Weekday,North Indian,Dinner,Budget,329,No,20,2,3,Yes,Happy,Low,Friends,No
7797,3068,25,Mumbai,Night,Weekday,Fast Food,Dinner,Mid-range,593,No,66,13,1,No,Happy,High,Alone,Yes
7798,4319,41,Hyderabad,Afternoon,Weekday,South Indian,Dinner,Mid-range,502,Yes,38,5,5,Yes,Happy,Medium,Friends,No
7799,3635,34,Delhi,Evening,Weekday,North Indian,Dinner,Budget,681,Yes,45,7,2,Yes,Stressed,Medium,Family,No
7800,3747,38,Mumbai,Night,Weekday,South Indian,Lunch,Mid-range,707,No,61,6,4,Yes,Happy,High,Friends,No
7801,1050,22,Hyderabad,Evening,Weekday,Biryani,Dinner,Budget,240,No,39,9,1,No,Lazy,Medium,Family,No
7802,1490,44,Chandigarh,Afternoon,Weekday,Desserts,Snacks,Mid-range,569,No,25,5,4,Yes,Happy,Low,Partner,No
7803,4445,19,Bangalore,Night,Weekday,Fast Food,Dinner,Premium,634,No,93,14,2,No,Happy,Low,Alone,Yes
7804,4280,30,Pune,Afternoon,Weekend,Chinese,Lunch,Mid-range,861,No,54,9,3,Yes,Celebrating,High,Friends,No
7805,1618,34,Pune,Night,Weekend,Chinese,Breakfast,Mid-range,858,No,62,4,3,No,Happy,High,Partner,Yes
7806,3954,33,Bangalore,Afternoon,Weekend,Chinese,Dinner,Mid-range,881,Yes,28,3,5,No,Celebrating,High,Friends,No
7807,1217,29,Delhi,Afternoon,Weekday,North Indian,Dinner,Premium,999,Yes,94,2,4,No,Lazy,Medium,Alone,No
7808,4221,34,Mumbai,Morning,Weekday,Biryani,Dinner,Mid-range,678,No,44,4,5,Yes,Celebrating,High,Partner,No
7809,4446,41,Delhi,Morning,Weekend,Biryani,Dinner,Budget,289,No,20,4,4,Yes,Lazy,Medium,Alone,No
7810,3011,21,Pune,Afternoon,Weekend,Biryani,Breakfast,Premium,929,No,83,7,2,No,Lazy,High,Family,No
7811,3226,35,Hyderabad,Morning,Weekday,Desserts,Dinner,Premium,984,Yes,76,6,5,Yes,Happy,Medium,Partner,No
7812,1397,38,Bangalore,Night,Weekday,Desserts,Lunch,Mid-range,674,No,46,5,1,No,Stressed,Medium,Alone,Yes
7813,4876,21,Bangalore,Night,Weekday,Biryani,Lunch,Mid-range,643,Yes,40,9,4,Yes,Lazy,High,Friends,No
7814,2479,24,Delhi,Morning,Weekend,Desserts,Dinner,Budget,484,Yes,27,5,2,No,Stressed,Medium,Partner,No
7815,3652,39,Hyderabad,Afternoon,Weekday,Fast Food,Snacks,Budget,619,No,30,11,2,Yes,Stressed,High,Alone,Yes
7816,1749,39,Delhi,Evening,Weekday,North Indian,Lunch,Mid-range,712,No,76,10,3,Yes,Happy,Medium,Family,Yes
7817,4301,21,Mumbai,Afternoon,Weekday,Fast Food,Dinner,Budget,641,No,33,12,2,No,Stressed,Medium,Family,No
7818,4334,44,Chandigarh,Night,Weekend,Fast Food,Dinner,Premium,602,No,69,11,1,No,Lazy,Low,Partner,No
7819,4615,44,Hyderabad,Evening,Weekday,Biryani,Snacks,Premium,973,Yes,98,10,3,Yes,Celebrating,High,Family,Yes
7820,2586,26,Chandigarh,Evening,Weekday,Biryani,Dinner,Budget,185,No,25,11,3,No,Celebrating,Low,Alone,No
7821,1388,31,Mumbai,Evening,Weekday,Chinese,Breakfast,Mid-range,431,Yes,75,12,3,Yes,Lazy,High,Alone,Yes
7822,2613,24,Chandigarh,Evening,Weekend,Desserts,Lunch,Mid-range,908,Yes,44,6,4,Yes,Happy,Medium,Friends,No
7823,4585,38,Pune,Afternoon,Weekday,Biryani,Dinner,Premium,973,No,62,7,3,No,Stressed,High,Alone,No
7824,1223,19,Chandigarh,Afternoon,Weekend,Fast Food,Lunch,Budget,790,Yes,33,6,4,Yes,Celebrating,High,Partner,No
7825,1133,40,Mumbai,Morning,Weekday,Fast Food,Dinner,Mid-range,999,No,66,13,2,No,Happy,Low,Friends,Yes
7826,1839,44,Chandigarh,Evening,Weekend,Desserts,Lunch,Mid-range,825,No,44,10,1,No,Stressed,High,Family,Yes
7827,4318,30,Bangalore,Evening,Weekday,Desserts,Dinner,Mid-range,562,No,55,6,4,Yes,Lazy,High,Alone,No
7828,4074,30,Delhi,Night,Weekday,South Indian,Dinner,Mid-range,437,No,48,12,2,No,Stressed,Low,Friends,No
7829,1490,29,Pune,Afternoon,Weekday,Desserts,Dinner,Budget,174,Yes,30,1,3,No,Lazy,High,Partner,Yes
7830,3691,35,Bangalore,Evening,Weekday,North Indian,Lunch,Mid-range,926,No,24,7,4,Yes,Happy,Medium,Friends,Yes
7831,1932,21,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Budget,867,Yes,53,1,3,Yes,Stressed,Medium,Friends,No
7832,4506,21,Mumbai,Evening,Weekday,North Indian,Dinner,Mid-range,408,No,66,14,2,No,Happy,Low,Friends,Yes
7833,4877,39,Delhi,Night,Weekend,Biryani,Lunch,Budget,175,No,20,7,4,No,Happy,Low,Alone,No
7834,4738,43,Delhi,Night,Weekday,Biryani,Snacks,Budget,390,No,42,10,2,No,Stressed,Medium,Alone,No
7835,1347,30,Hyderabad,Night,Weekend,Desserts,Dinner,Mid-range,844,No,29,3,5,Yes,Lazy,High,Friends,No
7836,1191,38,Pune,Night,Weekend,Chinese,Dinner,Premium,661,No,81,5,1,No,Stressed,High,Friends,No
7837,4010,34,Mumbai,Night,Weekday,North Indian,Lunch,Mid-range,324,Yes,64,11,4,No,Happy,Medium,Alone,Yes
7838,4869,21,Pune,Afternoon,Weekday,Desserts,Snacks,Premium,468,Yes,70,10,2,No,Lazy,Low,Friends,Yes
7839,2469,43,Hyderabad,Afternoon,Weekend,North Indian,Dinner,Mid-range,568,No,64,13,2,No,Stressed,High,Partner,No
7840,3637,27,Chandigarh,Evening,Weekday,Biryani,Dinner,Mid-range,373,Yes,52,14,3,Yes,Celebrating,Low,Alone,No
7841,4857,23,Bangalore,Night,Weekday,North Indian,Lunch,Premium,952,Yes,99,12,3,No,Happy,Medium,Partner,No
7842,2788,21,Pune,Evening,Weekend,Desserts,Breakfast,Budget,327,No,22,1,3,Yes,Lazy,Medium,Partner,No
7843,1183,26,Bangalore,Afternoon,Weekday,Biryani,Dinner,Premium,779,No,68,10,2,No,Celebrating,Low,Alone,No
7844,2784,42,Mumbai,Night,Weekend,Chinese,Snacks,Budget,266,No,20,1,4,No,Lazy,High,Family,No
7845,1993,27,Chandigarh,Afternoon,Weekday,Biryani,Snacks,Mid-range,503,No,77,10,2,No,Happy,Medium,Friends,No
7846,4920,43,Mumbai,Evening,Weekend,Biryani,Dinner,Premium,305,No,92,9,2,No,Stressed,High,Alone,No
7847,2353,31,Chandigarh,Night,Weekday,Chinese,Dinner,Premium,530,Yes,63,13,2,No,Lazy,High,Friends,No
7848,1973,27,Chandigarh,Night,Weekday,South Indian,Lunch,Mid-range,728,Yes,78,14,2,Yes,Happy,High,Family,Yes
7849,2145,23,Bangalore,Night,Weekend,Desserts,Breakfast,Mid-range,488,Yes,63,6,3,No,Stressed,High,Partner,No
7850,3866,24,Mumbai,Night,Weekend,Chinese,Dinner,Mid-range,858,Yes,59,12,2,No,Lazy,Medium,Alone,No
7851,2553,30,Mumbai,Evening,Weekday,North Indian,Snacks,Budget,338,Yes,41,1,4,Yes,Lazy,High,Family,No
7852,2061,32,Pune,Evening,Weekend,Chinese,Breakfast,Budget,364,No,52,5,2,No,Stressed,High,Friends,No
7853,3483,33,Mumbai,Evening,Weekend,Desserts,Dinner,Budget,413,No,20,1,5,No,Happy,Low,Partner,No
7854,4068,25,Pune,Night,Weekday,Fast Food,Snacks,Budget,258,Yes,56,9,3,No,Lazy,Medium,Friends,Yes
7855,1295,20,Delhi,Afternoon,Weekday,Chinese,Lunch,Mid-range,623,Yes,57,5,5,Yes,Celebrating,High,Friends,No
7856,3949,29,Delhi,Afternoon,Weekday,Biryani,Lunch,Premium,725,No,87,14,1,No,Lazy,Medium,Friends,Yes
7857,2945,44,Delhi,Afternoon,Weekend,Fast Food,Lunch,Budget,497,Yes,55,9,3,No,Lazy,Medium,Alone,No
7858,4644,34,Hyderabad,Evening,Weekday,South Indian,Snacks,Budget,350,No,30,13,3,Yes,Happy,Medium,Partner,No
7859,1482,38,Mumbai,Morning,Weekday,North Indian,Dinner,Mid-range,999,No,46,8,3,Yes,Happy,Medium,Family,No
7860,2508,35,Hyderabad,Night,Weekday,North Indian,Breakfast,Budget,466,Yes,43,11,1,No,Happy,Medium,Family,Yes
7861,4162,34,Mumbai,Morning,Weekend,Desserts,Lunch,Premium,638,No,94,14,1,No,Lazy,High,Alone,Yes
7862,3740,38,Pune,Morning,Weekend,Chinese,Dinner,Mid-range,490,Yes,63,12,2,No,Stressed,Medium,Partner,No
7863,3190,29,Hyderabad,Afternoon,Weekend,Fast Food,Dinner,Mid-range,954,No,42,10,4,No,Happy,High,Alone,No
7864,3184,25,Hyderabad,Evening,Weekday,Biryani,Dinner,Budget,254,No,20,9,2,No,Stressed,High,Partner,No
7865,4711,25,Hyderabad,Afternoon,Weekend,Desserts,Dinner,Budget,405,No,24,4,4,No,Happy,Medium,Partner,No
7866,2993,33,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Budget,566,Yes,66,11,4,No,Happy,Low,Partner,Yes
7867,3956,43,Pune,Night,Weekend,Desserts,Snacks,Mid-range,527,Yes,32,9,3,Yes,Lazy,Medium,Alone,No
7868,2311,26,Delhi,Night,Weekend,Chinese,Dinner,Mid-range,609,No,64,9,3,No,Lazy,Medium,Alone,No
7869,1602,33,Pune,Night,Weekend,Chinese,Lunch,Premium,999,No,74,12,1,No,Stressed,High,Friends,Yes
7870,3810,18,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,293,No,59,8,2,No,Lazy,Low,Partner,Yes
7871,1630,21,Mumbai,Night,Weekday,Fast Food,Breakfast,Mid-range,581,No,62,9,2,No,Stressed,Low,Partner,No
7872,1623,24,Pune,Night,Weekend,South Indian,Lunch,Budget,581,No,20,11,2,No,Happy,High,Alone,Yes
7873,1045,18,Hyderabad,Night,Weekday,Chinese,Lunch,Budget,100,Yes,50,4,4,Yes,Lazy,Medium,Partner,Yes
7874,1942,19,Delhi,Morning,Weekday,Fast Food,Lunch,Budget,588,No,44,6,3,No,Happy,Low,Friends,Yes
7875,4876,30,Delhi,Morning,Weekday,Chinese,Dinner,Mid-range,757,Yes,37,5,3,No,Celebrating,Medium,Family,No
7876,3562,38,Mumbai,Afternoon,Weekend,Biryani,Lunch,Premium,999,Yes,73,9,3,Yes,Stressed,Low,Family,No
7877,2752,42,Pune,Night,Weekday,Fast Food,Lunch,Budget,206,No,49,3,4,Yes,Stressed,Low,Partner,No
7878,3252,36,Chandigarh,Evening,Weekend,Desserts,Dinner,Mid-range,922,No,50,14,3,No,Celebrating,Medium,Family,Yes
7879,4032,26,Mumbai,Evening,Weekday,Biryani,Lunch,Mid-range,382,Yes,69,10,2,No,Lazy,Low,Partner,No
7880,3069,44,Pune,Evening,Weekday,Desserts,Dinner,Mid-range,417,No,54,9,3,No,Lazy,High,Partner,No
7881,1213,34,Bangalore,Night,Weekday,Biryani,Breakfast,Budget,469,No,29,11,2,Yes,Lazy,High,Alone,No
7882,1599,40,Delhi,Night,Weekday,Desserts,Lunch,Budget,727,No,20,7,4,Yes,Happy,High,Friends,No
7883,1014,26,Chandigarh,Evening,Weekday,Fast Food,Dinner,Mid-range,627,No,48,7,3,No,Stressed,High,Alone,No
7884,2377,32,Hyderabad,Night,Weekday,South Indian,Dinner,Premium,640,Yes,86,12,3,No,Celebrating,Low,Family,No
7885,1907,25,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Premium,559,Yes,90,5,3,Yes,Stressed,Medium,Partner,No
7886,2260,40,Hyderabad,Evening,Weekend,Desserts,Lunch,Budget,161,No,41,9,2,No,Stressed,High,Friends,No
7887,2407,30,Chandigarh,Night,Weekend,Desserts,Dinner,Budget,827,No,25,7,3,Yes,Celebrating,Medium,Family,No
7888,4047,32,Delhi,Night,Weekend,Chinese,Dinner,Budget,864,No,51,9,3,Yes,Celebrating,Medium,Friends,Yes
7889,1662,20,Hyderabad,Evening,Weekend,North Indian,Lunch,Premium,685,No,56,12,2,No,Happy,Medium,Alone,No
7890,3210,23,Pune,Morning,Weekend,Biryani,Lunch,Premium,601,No,81,14,2,No,Stressed,High,Family,Yes
7891,3668,43,Hyderabad,Morning,Weekday,Chinese,Dinner,Premium,906,Yes,66,11,2,No,Stressed,Low,Alone,No
7892,3450,25,Mumbai,Morning,Weekend,North Indian,Lunch,Budget,246,No,20,7,3,Yes,Happy,Medium,Family,No
7893,4298,21,Pune,Evening,Weekend,Biryani,Snacks,Premium,999,No,70,3,2,No,Lazy,Medium,Friends,No
7894,2267,21,Mumbai,Evening,Weekend,Desserts,Snacks,Mid-range,602,Yes,84,4,5,Yes,Celebrating,Medium,Friends,Yes
7895,3563,20,Chandigarh,Night,Weekday,Fast Food,Dinner,Mid-range,281,Yes,47,8,3,No,Celebrating,Medium,Partner,No
7896,3967,37,Pune,Evening,Weekday,South Indian,Dinner,Mid-range,642,No,61,5,3,No,Lazy,Medium,Alone,No
7897,4599,30,Chandigarh,Afternoon,Weekday,South Indian,Dinner,Premium,795,No,92,13,1,No,Stressed,Medium,Family,Yes
7898,4178,25,Bangalore,Afternoon,Weekday,Desserts,Dinner,Premium,746,Yes,46,10,3,No,Happy,Medium,Family,No
7899,3553,30,Chandigarh,Night,Weekend,South Indian,Snacks,Premium,639,No,31,14,3,No,Happy,High,Family,No
7900,3259,27,Chandigarh,Evening,Weekend,Fast Food,Dinner,Premium,999,No,50,11,3,No,Celebrating,Medium,Friends,No
7901,1391,34,Mumbai,Evening,Weekday,Desserts,Snacks,Budget,566,No,30,5,4,Yes,Happy,High,Partner,Yes
7902,3200,32,Hyderabad,Evening,Weekend,North Indian,Lunch,Mid-range,423,Yes,76,7,4,Yes,Happy,High,Alone,Yes
7903,4861,29,Bangalore,Morning,Weekend,Biryani,Lunch,Mid-range,821,Yes,99,9,3,Yes,Lazy,Medium,Family,Yes
7904,4790,35,Chandigarh,Morning,Weekend,Chinese,Snacks,Mid-range,988,Yes,39,1,5,Yes,Happy,High,Family,No
7905,2426,37,Chandigarh,Afternoon,Weekday,Biryani,Lunch,Mid-range,548,No,32,4,5,Yes,Happy,Low,Partner,No
7906,2098,19,Bangalore,Afternoon,Weekday,North Indian,Snacks,Mid-range,699,No,57,5,3,No,Happy,High,Alone,No
7907,2327,18,Bangalore,Evening,Weekend,Biryani,Snacks,Mid-range,664,Yes,65,9,4,Yes,Celebrating,Medium,Alone,Yes
7908,4512,27,Pune,Evening,Weekday,Desserts,Dinner,Mid-range,939,Yes,62,13,2,Yes,Lazy,High,Partner,Yes
7909,1197,38,Mumbai,Night,Weekday,Desserts,Lunch,Mid-range,999,Yes,49,2,5,Yes,Celebrating,High,Family,No
7910,3025,31,Bangalore,Night,Weekday,Fast Food,Dinner,Mid-range,691,Yes,57,14,2,No,Stressed,Medium,Alone,No
7911,4701,37,Bangalore,Evening,Weekend,Chinese,Dinner,Mid-range,310,Yes,59,6,5,Yes,Happy,Medium,Family,Yes
7912,3573,34,Delhi,Evening,Weekend,Desserts,Dinner,Budget,171,Yes,48,5,3,Yes,Stressed,Low,Friends,No
7913,2351,35,Hyderabad,Evening,Weekday,Biryani,Dinner,Premium,645,No,86,8,2,No,Lazy,Medium,Partner,No
7914,2002,30,Bangalore,Morning,Weekday,Biryani,Dinner,Budget,868,No,20,10,3,No,Celebrating,Medium,Family,No
7915,1120,23,Mumbai,Night,Weekday,Fast Food,Dinner,Premium,751,Yes,90,13,3,Yes,Celebrating,Low,Alone,No
7916,4626,41,Hyderabad,Evening,Weekday,North Indian,Snacks,Budget,297,Yes,48,6,4,No,Lazy,High,Friends,No
7917,4821,22,Hyderabad,Night,Weekend,North Indian,Snacks,Mid-range,968,No,30,10,3,Yes,Celebrating,High,Partner,No
7918,1354,35,Chandigarh,Night,Weekday,North Indian,Dinner,Premium,659,Yes,67,14,2,No,Stressed,Medium,Partner,No
7919,4221,18,Chandigarh,Evening,Weekday,Chinese,Lunch,Budget,418,Yes,24,7,5,Yes,Happy,Medium,Friends,No
7920,3925,37,Chandigarh,Morning,Weekend,Fast Food,Lunch,Mid-range,432,Yes,69,3,4,No,Lazy,Medium,Alone,No
7921,1700,31,Chandigarh,Evening,Weekday,North Indian,Breakfast,Budget,259,Yes,20,7,4,No,Lazy,Low,Alone,No
7922,2115,34,Delhi,Evening,Weekend,Biryani,Dinner,Premium,952,No,96,12,1,No,Lazy,High,Family,Yes
7923,2886,25,Bangalore,Night,Weekday,South Indian,Breakfast,Budget,100,Yes,41,2,3,Yes,Lazy,High,Partner,No
7924,3659,20,Chandigarh,Morning,Weekday,Fast Food,Breakfast,Mid-range,657,No,52,13,1,No,Lazy,Medium,Friends,Yes
7925,3687,31,Pune,Evening,Weekend,North Indian,Snacks,Mid-range,197,No,63,10,3,Yes,Happy,Medium,Friends,No
7926,3630,21,Chandigarh,Night,Weekday,North Indian,Lunch,Premium,804,Yes,87,9,5,No,Happy,High,Partner,No
7927,4656,21,Bangalore,Night,Weekday,South Indian,Lunch,Mid-range,789,No,29,14,1,No,Stressed,High,Alone,No
7928,2469,38,Chandigarh,Afternoon,Weekday,Chinese,Snacks,Mid-range,515,Yes,74,8,2,No,Stressed,Medium,Friends,Yes
7929,3921,26,Delhi,Night,Weekday,Chinese,Lunch,Budget,621,No,76,9,4,Yes,Happy,Medium,Partner,Yes
7930,3313,41,Mumbai,Morning,Weekday,Desserts,Dinner,Budget,537,No,30,7,3,No,Lazy,Medium,Family,No
7931,2182,23,Mumbai,Night,Weekday,South Indian,Snacks,Budget,343,No,29,11,1,No,Stressed,Medium,Friends,Yes
7932,4516,25,Bangalore,Afternoon,Weekend,Chinese,Snacks,Budget,390,No,38,7,3,Yes,Lazy,Medium,Alone,No
7933,4410,20,Mumbai,Night,Weekend,Biryani,Dinner,Premium,351,Yes,61,11,1,Yes,Stressed,Medium,Alone,No
7934,4322,32,Mumbai,Evening,Weekday,Desserts,Lunch,Mid-range,402,Yes,63,14,3,No,Stressed,Medium,Family,No
7935,1053,32,Pune,Afternoon,Weekday,South Indian,Dinner,Budget,100,No,51,2,4,Yes,Lazy,High,Partner,No
7936,1418,27,Bangalore,Afternoon,Weekday,North Indian,Dinner,Budget,100,Yes,42,9,4,Yes,Lazy,Low,Partner,No
7937,2388,41,Bangalore,Afternoon,Weekday,North Indian,Dinner,Premium,511,No,70,10,1,No,Stressed,Low,Family,Yes
7938,3823,30,Mumbai,Evening,Weekend,Desserts,Dinner,Mid-range,623,No,50,9,4,No,Celebrating,High,Alone,No
7939,4745,20,Mumbai,Night,Weekend,Biryani,Lunch,Mid-range,646,Yes,74,11,3,Yes,Celebrating,High,Alone,No
7940,2544,18,Mumbai,Night,Weekday,North Indian,Lunch,Premium,999,No,67,9,3,Yes,Lazy,High,Alone,No
7941,2484,33,Hyderabad,Night,Weekday,Biryani,Dinner,Budget,329,No,40,8,2,No,Happy,High,Partner,No
7942,1725,37,Delhi,Night,Weekday,Fast Food,Dinner,Premium,764,Yes,75,8,3,Yes,Happy,Medium,Family,Yes
7943,3459,26,Chandigarh,Night,Weekend,South Indian,Dinner,Budget,373,No,26,1,2,No,Stressed,Low,Alone,No
7944,2013,26,Delhi,Night,Weekend,Desserts,Snacks,Budget,311,Yes,23,6,4,Yes,Lazy,Medium,Friends,No
7945,1257,31,Bangalore,Afternoon,Weekday,Desserts,Lunch,Budget,101,Yes,81,6,2,No,Stressed,Low,Family,Yes
7946,3695,24,Pune,Night,Weekend,South Indian,Lunch,Premium,967,No,78,14,3,No,Happy,Medium,Friends,No
7947,4162,41,Chandigarh,Afternoon,Weekday,Biryani,Dinner,Premium,874,Yes,92,6,4,No,Stressed,High,Friends,No
7948,4153,44,Pune,Night,Weekday,Fast Food,Dinner,Mid-range,230,Yes,48,10,4,No,Happy,Medium,Alone,Yes
7949,1166,37,Hyderabad,Afternoon,Weekday,Desserts,Breakfast,Mid-range,498,No,41,10,2,No,Lazy,Low,Family,No
7950,3892,21,Bangalore,Afternoon,Weekend,North Indian,Breakfast,Mid-range,420,Yes,37,3,4,No,Stressed,Low,Alone,No
7951,1429,36,Hyderabad,Afternoon,Weekend,North Indian,Lunch,Mid-range,575,No,32,1,3,No,Happy,High,Alone,No
7952,2241,31,Bangalore,Evening,Weekday,South Indian,Lunch,Mid-range,707,No,49,9,3,No,Happy,Medium,Alone,No
7953,2552,24,Pune,Morning,Weekend,Chinese,Dinner,Mid-range,561,Yes,54,6,3,No,Lazy,High,Partner,No
7954,1924,21,Pune,Night,Weekday,Chinese,Snacks,Budget,407,Yes,32,7,3,No,Lazy,Low,Friends,No
7955,2113,40,Pune,Afternoon,Weekend,North Indian,Dinner,Mid-range,308,No,73,4,4,Yes,Celebrating,Low,Partner,No
7956,2965,40,Bangalore,Afternoon,Weekend,Chinese,Lunch,Premium,744,No,63,12,1,No,Stressed,High,Alone,No
7957,4899,25,Mumbai,Morning,Weekday,Chinese,Lunch,Mid-range,706,No,29,12,1,No,Lazy,High,Partner,No
7958,2583,21,Pune,Afternoon,Weekday,Chinese,Snacks,Budget,271,No,35,12,1,No,Lazy,Low,Family,Yes
7959,1001,33,Hyderabad,Evening,Weekend,Biryani,Dinner,Premium,999,No,59,14,3,Yes,Celebrating,High,Friends,No
7960,2180,20,Chandigarh,Afternoon,Weekday,Desserts,Lunch,Premium,604,No,66,13,1,No,Stressed,Medium,Friends,No
7961,2355,41,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Budget,389,No,33,2,5,No,Happy,Medium,Partner,No
